,location,total_sqft,bath,price,bhk
3536,Indira Nagar,850.0,1.0,57.0,1
3537,Indira Nagar,3250.0,8.0,600.0,8
3538,Indira Nagar,2601.0,4.0,312.0,3
3539,Indira Nagar,1260.0,2.0,100.0,2
3540,Indira Nagar,1740.0,3.0,191.0,3
3541,Indira Nagar,1650.0,3.0,220.0,3
3542,Indira Nagar,1700.0,3.0,150.0,3
3543,Indira Nagar,3200.0,3.0,250.0,4
3544,Indira Nagar,1440.0,3.0,275.0,3
3545,Indira Nagar,1475.0,2.0,171.0,2
3546,Indira Nagar,3200.0,4.0,440.0,4
3547,Indira Nagar,4000.0,4.0,700.0,4
3548,Indira Nagar,850.0,1.0,60.0,1
3549,Indira Nagar,2400.0,4.0,405.0,4
3550,Indira Nagar,1800.0,5.0,350.0,5
3551,Indira Nagar,1500.0,3.0,120.0,3
3552,Indira Nagar,2200.0,3.0,160.0,3
3553,Indira Nagar,1650.0,3.0,200.0,3
3554,Indira Nagar,2800.0,4.0,365.0,4
3555,Indira Nagar,1260.0,2.0,120.0,2
3556,Indira Nagar,1149.0,2.0,130.0,2
3557,Indira Nagar,1650.0,3.0,150.0,3
3558,Indira Nagar,2400.0,6.0,475.0,6
3559,JP Nagar,1850.0,3.0,150.0,3
3561,JP Nagar,1100.0,2.0,70.0,2
3562,JP Nagar,940.0,2.0,49.0,2
3563,JP Nagar,2500.0,3.0,135.0,3
3564,JP Nagar,4624.5,4.0,314.5,4
3566,JP Nagar,1050.0,1.0,44.0,1
3567,JP Nagar,1352.5,2.0,93.865,2
3569,JP Nagar,1300.0,2.0,90.87,2
3570,JP Nagar,1315.0,2.0,85.4,3
3571,JP Nagar,1690.0,3.0,112.0,3
3576,JP Nagar,750.0,1.0,52.5,1
3577,JP Nagar,1200.0,2.0,78.0,2
3578,JP Nagar,1850.0,2.0,110.0,3
3582,JP Nagar,1500.0,2.0,82.0,3
3583,JP Nagar,820.0,2.0,45.0,2
3584,JP Nagar,1750.0,3.0,123.0,3
3585,JP Nagar,2195.0,2.0,152.0,3
3586,JP Nagar,3496.5,2.0,237.5,3
3587,JP Nagar,1600.0,3.0,83.0,3
3590,JP Nagar,745.0,1.0,34.27,1
3592,JP Nagar,1150.0,2.0,90.0,2
3594,JP Nagar,1960.0,3.0,138.0,3
3596,JP Nagar,1590.0,2.0,85.0,3
3598,JP Nagar,2400.0,3.0,196.0,3
3599,JP Nagar,1300.0,2.0,91.65,2
3601,JP Nagar,1250.0,2.0,93.0,2
3602,JP Nagar,1500.0,2.0,108.0,3
3603,JP Nagar,1520.0,3.0,125.0,3
3604,JP Nagar,1405.0,2.0,99.0,2
3605,JP Nagar,1157.0,2.0,73.0,2
3606,JP Nagar,1500.0,2.0,82.0,3
3608,Jakkur,1417.0,2.0,75.0,2
3609,Jakkur,1590.0,2.0,125.0,3
3610,Jakkur,1279.0,2.0,77.0,2
3611,Jakkur,1710.0,3.0,107.0,3
3612,Jakkur,1396.0,2.0,86.51,3
3613,Jakkur,3467.86,6.0,249.0,4
3614,Jakkur,1865.0,3.0,124.0,3
3615,Jakkur,3181.0,2.0,260.5,4
3616,Jakkur,1760.0,3.0,139.0,3
3617,Jakkur,1290.0,2.0,100.0,2
3618,Jakkur,1452.19,2.0,100.0,2
3619,Jakkur,1798.0,3.0,120.0,3
3620,Jakkur,1300.0,2.0,85.0,2
3621,Jakkur,3181.0,4.0,260.5,4
3622,Jakkur,1950.0,3.0,131.0,3
3623,Jakkur,1858.0,3.0,98.3,3
3624,Jakkur,1230.0,2.0,76.0,2
3626,Jakkur,1290.0,2.0,80.0,2
3627,Jakkur,1760.0,3.0,110.0,3
3629,Jakkur,1483.0,2.0,98.0,2
3630,Jakkur,1482.0,3.0,86.0,3
3631,Jakkur,1645.0,3.0,100.0,3
3632,Jakkur,1650.0,3.0,111.0,3
3634,Jakkur,2423.0,4.0,160.0,3
3635,Jakkur,2197.0,3.0,136.0,3
3636,Jakkur,1125.0,2.0,65.0,2
3637,Jakkur,1230.0,2.0,79.0,2
3638,Jakkur,1202.0,2.0,79.0,2
3639,Jakkur,1858.0,3.0,123.0,3
3640,Jakkur,3181.0,2.0,229.0,4
3641,Jakkur,1745.0,2.0,98.485,3
3642,Jakkur,1798.0,3.0,110.0,3
3643,Jakkur,1785.0,3.0,130.0,3
3644,Jakkur,1080.0,2.0,60.0,2
3645,Jakkur,1260.0,2.0,71.195,2
3646,Jakkur,1816.0,3.0,119.0,3
3647,Jakkur,1424.0,2.0,80.0,2
3648,Jakkur,1290.0,2.0,85.0,2
3649,Jakkur,1300.0,2.0,80.0,2
3650,Jakkur,1290.0,2.0,80.04,2
3651,Jakkur,1282.0,2.0,72.0,2
3652,Jakkur,1880.0,4.0,110.0,3
3653,Jakkur,1660.0,3.0,104.0,3
3654,Jakkur,1291.0,2.0,75.0,2
3655,Jakkur,1473.0,2.0,85.0,2
3656,Jakkur,1660.0,3.0,104.0,3
3657,Jakkur,1950.0,3.0,131.0,3
3658,Jakkur,1432.0,2.0,85.0,2
3659,Jakkur,1150.0,3.0,65.0,3
3660,Jakkur,1710.0,3.0,110.0,3
3661,Jalahalli,1400.0,3.0,77.0,3
3662,Jalahalli,2250.0,3.0,160.0,3
3663,Jalahalli,1694.0,2.0,125.0,2
3664,Jalahalli,1870.0,3.0,110.0,3
3665,Jalahalli,1400.0,1.0,80.0,2
3666,Jalahalli,1045.0,2.0,76.77,2
3667,Jalahalli,1615.0,3.0,89.75,3
3668,Jalahalli,2113.0,3.0,155.0,3
3669,Jalahalli,1932.0,4.0,135.0,3
3670,Jalahalli,1045.0,2.0,58.0,2
3671,Jalahalli,1200.0,4.0,90.0,4
3673,Jalahalli,2384.0,4.0,165.0,3
3674,Jalahalli,790.0,2.0,49.5,2
3675,Jalahalli,1395.0,3.0,82.0,3
3676,Jalahalli,1770.0,3.0,100.0,3
3677,Jalahalli,1569.0,3.0,118.0,3
3678,Jalahalli,600.0,1.0,37.0,1
3679,Jalahalli,615.0,1.0,46.0,1
3680,Jalahalli,2404.0,3.0,138.0,3
3681,Jalahalli,905.0,2.0,55.0,2
3682,Jalahalli,1000.0,2.0,70.0,2
3683,Jalahalli,615.0,1.0,46.0,1
3684,Jalahalli,1704.0,3.0,94.36,3
3685,Jalahalli,1470.0,2.0,102.0,3
3686,Jalahalli,1244.0,2.0,88.0,2
3687,Jalahalli,1407.0,2.0,98.49,2
3688,Jalahalli,1200.0,2.0,66.0,1
3689,Jalahalli,1530.0,2.0,89.0,3
3690,Jalahalli,1045.0,2.0,76.77,2
3691,Jalahalli,1575.0,4.0,100.0,3
3692,Jalahalli,2086.0,3.0,160.0,3
3693,Jalahalli,980.0,2.0,60.0,3
3694,Jalahalli,1313.0,2.0,68.0,2
3695,Jalahalli,1881.0,3.0,115.0,3
3696,Jalahalli,1405.0,2.0,85.0,3
3697,Jalahalli East,750.0,1.0,40.0,1
3699,Jalahalli East,1020.0,2.0,58.0,2
3701,Jalahalli East,775.0,1.0,34.1,1
3705,Jigani,918.0,2.0,52.0,2
3706,Jigani,918.0,2.0,48.0,2
3709,Jigani,927.0,2.0,55.0,2
3711,Jigani,2400.0,4.0,130.0,3
3713,Jigani,918.0,2.0,63.2,2
3715,Jigani,918.0,2.0,55.0,2
3716,Jigani,2400.0,3.0,149.0,3
3720,Jigani,923.0,2.0,50.0,2
3723,Jigani,1221.0,3.0,72.0,3
3724,Jigani,918.0,2.0,49.0,2
3726,Jigani,914.0,2.0,49.0,2
3727,Jigani,918.0,2.0,50.0,2
3728,Jigani,1200.0,3.0,65.0,3
3729,Jigani,914.0,2.0,55.0,2
3732,Jigani,1221.0,3.0,65.0,3
3733,Jigani,1221.0,3.0,75.0,3
3734,Jigani,1252.0,3.0,70.0,3
3735,Jigani,1221.0,3.0,65.0,3
3738,Jigani,1221.0,3.0,70.0,3
3742,Jigani,918.0,2.0,56.0,2
3743,Jigani,1245.0,3.0,66.0,3
3744,Jigani,1221.0,3.0,65.0,3
3745,Jigani,943.0,2.0,49.5,2
3747,Judicial Layout,2070.0,3.0,162.0,3
3748,Judicial Layout,1700.0,3.0,155.0,3
3751,Judicial Layout,5400.0,4.0,700.0,5
3752,Judicial Layout,1500.0,3.0,162.0,4
3754,Judicial Layout,1989.0,4.0,155.0,3
3760,KR Puram,1200.0,2.0,71.0,2
3765,KR Puram,1470.0,2.0,86.0,2
3766,KR Puram,714.0,1.0,28.0,1
3778,KR Puram,1156.0,2.0,72.0,2
3779,KR Puram,1000.0,2.0,60.0,2
3783,KR Puram,750.0,2.0,40.0,2
3788,KR Puram,1200.0,1.0,65.0,2
3790,KR Puram,1076.0,2.0,67.0,2
3796,KR Puram,1200.0,4.0,83.0,4
3801,KR Puram,1050.0,2.0,55.0,2
3804,KR Puram,1700.0,3.0,105.0,3
3805,KR Puram,1200.0,2.0,72.0,2
3806,KR Puram,3628.0,4.0,246.0,4
3811,KR Puram,1290.0,2.0,69.0,2
3816,KR Puram,700.0,1.0,21.5,1
3818,KR Puram,1827.0,3.0,97.0,3
3825,KR Puram,1200.0,2.0,75.0,2
3828,Kadubeesanahalli,1532.0,3.0,115.0,3
3830,Kadubeesanahalli,1424.0,2.0,75.0,3
3831,Kadubeesanahalli,1257.0,2.0,93.0,2
3832,Kadubeesanahalli,1365.0,3.0,80.0,3
3833,Kadubeesanahalli,1257.0,2.0,105.0,2
3836,Kadubeesanahalli,1140.0,2.0,78.0,2
3838,Kadugodi,1762.0,3.0,91.45,3
3841,Kadugodi,1890.0,4.0,127.0,3
3843,Kadugodi,1762.0,3.0,110.0,3
3844,Kadugodi,1900.0,3.0,108.0,3
3845,Kadugodi,1314.0,2.0,68.2,2
3849,Kadugodi,1314.0,2.0,78.0,2
3850,Kadugodi,1762.0,3.0,112.0,3
3851,Kadugodi,1314.0,2.0,83.0,2
3852,Kadugodi,925.0,1.0,40.7,1
3853,Kadugodi,1351.0,2.0,78.0,3
3855,Kadugodi,1890.0,4.0,125.0,3
3856,Kadugodi,1152.0,2.0,61.0,2
3858,Kadugodi,1762.0,3.0,112.0,3
3859,Kadugodi,1890.0,4.0,125.0,3
3864,Kadugodi,1875.0,2.0,110.0,3
3866,Kadugodi,1762.0,3.0,109.0,3
3867,Kadugodi,1314.0,2.0,80.0,2
3877,Kaggadasapura,1470.0,2.0,75.0,3
3881,Kaggadasapura,1100.0,2.0,58.0,2
3903,Kaggadasapura,1455.0,3.0,75.0,3
3904,Kaggadasapura,1045.0,2.0,55.0,2
3918,Kaggalipura,700.0,1.0,38.0,1
3920,Kaggalipura,700.0,1.0,36.0,1
3922,Kaggalipura,1000.0,2.0,60.0,2
3923,Kaggalipura,950.0,2.0,50.0,2
3925,Kaggalipura,1150.0,2.0,62.0,3
3926,Kaggalipura,700.0,1.0,35.0,1
3928,Kaggalipura,1210.0,2.0,65.0,3
3930,Kaggalipura,950.0,2.0,60.0,2
3931,Kaikondrahalli,1645.0,3.0,100.0,3
3935,Kaikondrahalli,1700.0,4.0,108.0,4
3936,Kaikondrahalli,1342.0,3.0,92.0,3
3937,Kaikondrahalli,1605.0,3.0,105.0,3
3938,Kaikondrahalli,1253.0,2.0,81.5,2
3939,Kaikondrahalli,991.0,2.0,64.0,2
3940,Kaikondrahalli,1250.0,2.0,78.0,2
3943,Kalena Agrahara,1804.0,3.0,120.0,3
3945,Kalena Agrahara,1325.0,2.0,76.0,2
3946,Kalena Agrahara,1450.0,2.0,85.0,3
3951,Kalena Agrahara,610.0,1.0,39.0,1
3953,Kalena Agrahara,1450.0,3.0,100.0,3
3959,Kalena Agrahara,1837.0,2.0,95.0,3
3960,Kalena Agrahara,1510.0,3.0,78.0,3
3962,Kalena Agrahara,1200.0,3.0,70.0,2
3963,Kalena Agrahara,1354.0,2.0,71.0,2
3964,Kalyan nagar,1375.0,3.0,75.0,3
3966,Kalyan nagar,3800.0,5.0,300.0,4
3967,Kalyan nagar,1640.0,3.0,88.0,3
3969,Kalyan nagar,1080.0,2.0,73.0,2
3970,Kalyan nagar,2422.0,3.0,150.0,4
3973,Kalyan nagar,1198.0,2.0,65.0,2
3974,Kalyan nagar,1250.0,2.0,65.0,2
3977,Kalyan nagar,2285.0,4.0,165.0,3
3978,Kalyan nagar,1100.0,2.0,70.0,2
3980,Kambipura,1082.0,2.0,56.0,3
4000,Kammanahalli,1666.0,4.0,150.0,5
4001,Kammanahalli,700.0,1.0,59.0,1
4002,Kammanahalli,1200.0,2.0,80.0,2
4003,Kammanahalli,1100.0,2.0,60.0,2
4004,Kammanahalli,1200.0,1.0,81.0,2
4005,Kammanahalli,2900.0,4.0,200.0,4
4006,Kammanahalli,1200.0,3.0,80.0,2
4009,Kammasandra,657.5,1.0,18.41,1
4030,Kammasandra,610.0,1.0,18.5,1
4031,Kanakapura,1419.0,3.0,75.0,3
4032,Kanakapura,711.0,1.0,36.0,1
4033,Kanakapura,711.0,1.0,38.0,1
4035,Kanakapura,551.0,1.0,30.0,1
4037,Kanakapura,1699.0,3.0,97.0,3
4045,Kanakapura,1254.0,2.0,70.0,3
4046,Kanakapura,2200.0,3.0,121.0,3
4049,Kanakapura,1450.0,3.0,75.0,3
4051,Kanakapura,1283.0,2.0,68.0,2
4054,Kanakapura,938.0,1.0,50.0,1
4055,Kanakapura,825.0,1.0,35.475,1
4059,Kanakpura Road,1665.0,3.0,88.0,3
4060,Kanakpura Road,950.0,2.0,57.0,2
4063,Kanakpura Road,525.0,1.0,26.0,1
4065,Kanakpura Road,525.0,2.0,21.53,1
4068,Kanakpura Road,525.0,1.0,27.25,1
4069,Kanakpura Road,1100.0,2.0,58.0,3
4070,Kanakpura Road,525.0,1.0,30.0,1
4072,Kanakpura Road,1339.0,2.0,75.0,2
4073,Kanakpura Road,1100.0,3.0,58.0,3
4074,Kanakpura Road,525.0,1.0,26.0,1
4076,Kanakpura Road,1843.0,3.0,95.84,3
4077,Kanakpura Road,1290.0,2.0,74.0,2
4079,Kanakpura Road,1665.0,3.0,86.58,3
4081,Kanakpura Road,1542.0,2.0,85.0,3
4082,Kanakpura Road,1300.0,2.0,69.0,3
4088,Kanakpura Road,1495.0,2.0,90.0,2
4091,Kanakpura Road,1560.0,3.0,92.0,3
4093,Kanakpura Road,3500.0,6.0,225.0,4
4094,Kanakpura Road,1420.0,2.0,75.0,3
4096,Kanakpura Road,825.0,1.0,36.29,1
4102,Kanakpura Road,1843.0,3.0,95.84,3
4104,Kanakpura Road,1366.0,3.0,76.85,2
4106,Kanakpura Road,525.0,1.0,25.0,1
4108,Kanakpura Road,2265.0,3.0,136.0,3
4114,Kanakpura Road,2200.0,3.0,130.0,3
4115,Kanakpura Road,525.0,1.0,30.0,1
4117,Kanakpura Road,1051.0,2.0,56.74,2
4118,Kanakpura Road,525.0,1.0,30.0,1
4123,Kanakpura Road,1300.0,3.0,69.0,3
4124,Kanakpura Road,700.0,2.0,40.0,2
4125,Kanakpura Road,458.0,1.0,19.695,1
4126,Kanakpura Road,1700.0,3.0,88.0,3
4130,Kanakpura Road,1900.0,3.0,99.0,3
4131,Kanakpura Road,1290.0,2.0,80.0,2
4136,Kanakpura Road,1868.0,3.0,113.0,3
4138,Kanakpura Road,1366.0,2.0,83.0,2
4139,Kanakpura Road,700.0,2.0,40.0,2
4141,Kanakpura Road,1339.0,2.0,71.5,2
4143,Kanakpura Road,670.0,1.0,35.0,1
4150,Kanakpura Road,525.0,1.0,30.0,1
4153,Kanakpura Road,1498.0,3.0,95.0,3
4154,Kanakpura Road,525.0,2.0,27.0,1
4155,Kanakpura Road,1665.0,3.0,86.91,3
4156,Kanakpura Road,1665.0,3.0,86.58,3
4157,Kanakpura Road,712.0,1.0,38.44,1
4161,Kanakpura Road,1507.0,2.0,95.0,3
4165,Kanakpura Road,1339.0,2.0,85.0,2
4166,Kanakpura Road,525.0,1.0,27.0,1
4167,Kanakpura Road,525.0,1.0,27.5,1
4169,Kanakpura Road,525.0,1.0,26.25,1
4171,Kanakpura Road,525.0,1.0,26.0,1
4172,Kanakpura Road,1050.0,2.0,59.0,3
4173,Kanakpura Road,1600.0,3.0,90.0,3
4174,Kanakpura Road,525.0,2.0,29.25,1
4179,Kanakpura Road,1100.0,3.0,56.57,3
4182,Kanakpura Road,1843.0,3.0,96.2,3
4186,Kanakpura Road,1240.0,2.0,65.0,2
4190,Kanakpura Road,700.0,2.0,41.0,2
4194,Kanakpura Road,700.0,1.0,41.0,2
4196,Kanakpura Road,1100.0,3.0,58.0,3
4197,Kanakpura Road,1140.0,2.0,65.0,2
4199,Kanakpura Road,700.0,2.0,40.0,2
4202,Kanakpura Road,525.0,1.0,26.01,1
4206,Kanakpura Road,1322.0,2.0,70.0,2
4207,Kanakpura Road,1698.0,2.0,105.0,2
4208,Kanakpura Road,1300.0,3.0,69.0,3
4209,Kanakpura Road,1300.0,3.0,69.0,3
4211,Kanakpura Road,1167.0,2.0,63.0,2
4215,Kanakpura Road,1300.0,3.0,69.0,3
4220,Kanakpura Road,1430.0,2.0,78.0,2
4224,Kanakpura Road,525.0,2.0,27.0,1
4226,Kanakpura Road,1100.0,3.0,58.0,3
4231,Kanakpura Road,1300.0,2.0,69.0,3
4232,Kanakpura Road,2000.0,3.0,105.0,3
4235,Kanakpura Road,1843.0,3.0,95.0,3
4239,Kanakpura Road,850.0,1.0,37.32,1
4241,Kanakpura Road,525.0,1.0,30.0,1
4242,Kanakpura Road,1938.0,3.0,105.0,3
4243,Kanakpura Road,1843.0,3.0,96.2,3
4244,Kanakpura Road,525.0,1.0,26.0,1
4249,Kanakpura Road,1622.0,3.0,95.0,3
4254,Kannamangala,957.0,2.0,58.0,2
4255,Kannamangala,957.0,2.0,56.0,2
4256,Kannamangala,3000.0,4.0,200.0,4
4257,Kannamangala,1536.0,3.0,89.0,3
4259,Kannamangala,1574.0,3.0,93.34,3
4260,Kannamangala,957.0,2.0,52.5,2
4261,Kannamangala,1536.0,3.0,104.0,3
4262,Kannamangala,957.0,2.0,54.5,2
4264,Kannamangala,957.0,2.0,55.0,2
4265,Kannamangala,957.0,2.0,56.0,2
4266,Karuna Nagar,2500.0,3.0,180.0,3
4267,Karuna Nagar,2500.0,3.0,190.0,3
4268,Karuna Nagar,1962.0,3.0,175.0,3
4269,Karuna Nagar,1057.0,2.0,65.0,2
4270,Karuna Nagar,1354.0,2.0,98.0,3
4271,Karuna Nagar,1945.0,3.0,115.0,3
4272,Karuna Nagar,1960.0,3.0,165.0,3
4273,Kasavanhalli,1060.0,2.0,58.06,2
4274,Kasavanhalli,1563.05,3.0,105.0,3
4275,Kasavanhalli,1717.0,3.0,99.0,3
4277,Kasavanhalli,3260.0,4.0,240.0,4
4278,Kasavanhalli,1349.0,2.0,78.0,2
4279,Kasavanhalli,1121.0,2.0,78.0,2
4282,Kasavanhalli,1200.0,2.0,78.0,2
4284,Kasavanhalli,1555.0,3.0,82.5,3
4285,Kasavanhalli,1476.0,3.0,89.0,3
4286,Kasavanhalli,1493.0,3.0,82.0,3
4288,Kasavanhalli,1719.0,3.0,116.0,3
4290,Kasavanhalli,1125.0,2.0,61.2,2
4291,Kasavanhalli,2170.0,3.0,151.0,3
4293,Kasavanhalli,1450.0,3.0,77.41,3
4294,Kasavanhalli,1476.0,3.0,95.0,3
4296,Kasavanhalli,2100.0,3.0,110.0,3
4297,Kasavanhalli,1787.0,3.0,123.0,3
4298,Kasavanhalli,1090.0,2.0,59.8,2
4299,Kasavanhalli,1691.0,3.0,104.0,3
4300,Kasavanhalli,4260.0,4.0,272.0,4
4301,Kasavanhalli,2111.0,4.0,120.0,3
4305,Kasavanhalli,1667.0,3.0,92.0,3
4306,Kasavanhalli,1494.0,3.0,82.0,3
4307,Kasavanhalli,1555.0,3.0,82.0,3
4308,Kasavanhalli,770.0,1.0,43.82,1
4309,Kasavanhalli,1147.0,2.0,60.0,2
4310,Kasavanhalli,1375.0,2.0,72.0,2
4313,Kasavanhalli,4260.0,4.0,333.0,4
4314,Kasavanhalli,1495.0,2.0,83.0,2
4315,Kasavanhalli,5000.0,2.0,400.0,2
4316,Kasavanhalli,4000.0,4.0,325.0,4
4317,Kasavanhalli,1225.0,2.0,69.0,3
4318,Kasavanhalli,1917.0,3.0,132.0,3
4319,Kasavanhalli,1375.0,2.0,78.0,2
4320,Kasavanhalli,4408.0,4.0,344.0,4
4321,Kasavanhalli,1309.0,2.0,95.0,2
4322,Kasavanhalli,1476.0,3.0,105.0,3
4323,Kasavanhalli,1158.0,2.0,67.0,2
4324,Kasavanhalli,1214.0,2.0,67.0,2
4325,Kasavanhalli,2110.0,4.0,120.0,3
4326,Kasavanhalli,1495.0,2.0,110.0,2
4327,Kasavanhalli,1575.0,2.0,85.0,2
4329,Kasavanhalli,1100.0,2.0,68.0,2
4330,Kasavanhalli,1715.0,3.0,112.0,3
4331,Kasavanhalli,1100.0,2.0,65.0,2
4332,Kasavanhalli,1230.0,2.0,66.25,2
4333,Kasavanhalli,1819.0,3.0,150.0,3
4336,Kasavanhalli,1585.0,2.0,90.0,2
4337,Kasavanhalli,1245.0,2.0,80.0,2
4338,Kasavanhalli,2035.0,3.0,142.0,3
4339,Kasavanhalli,1747.0,3.0,110.0,3
4340,Kasavanhalli,1377.0,2.0,80.0,2
4342,Kasavanhalli,1121.0,2.0,75.0,2
4343,Kasturi Nagar,1925.0,3.0,125.0,3
4344,Kasturi Nagar,1567.0,2.0,92.0,2
4345,Kasturi Nagar,1570.0,3.0,80.0,3
4346,Kasturi Nagar,1565.0,3.0,88.5,3
4347,Kasturi Nagar,1080.0,2.0,80.0,2
4348,Kasturi Nagar,1101.0,2.0,65.0,2
4349,Kasturi Nagar,1500.0,2.0,80.0,3
4350,Kasturi Nagar,1896.0,3.0,125.0,4
4351,Kasturi Nagar,1100.0,2.0,58.0,2
4352,Kasturi Nagar,1570.0,3.0,110.0,3
4353,Kasturi Nagar,1000.0,2.0,58.0,2
4354,Kasturi Nagar,1101.0,2.0,66.0,2
4355,Kasturi Nagar,2507.0,4.0,155.0,4
4356,Kathriguppe,1400.0,2.0,77.0,3
4357,Kathriguppe,1250.0,2.0,68.75,3
4358,Kathriguppe,1245.0,2.0,68.48,3
4359,Kathriguppe,1350.0,2.0,87.01,3
4360,Kathriguppe,1350.0,2.0,80.99,3
4361,Kathriguppe,1365.0,2.0,75.08,3
4362,Kathriguppe,1300.0,3.0,77.99,3
4363,Kathriguppe,1350.0,2.0,80.99,3
4364,Kathriguppe,1390.0,2.0,76.45,3
4365,Kathriguppe,1350.0,3.0,78.3,3
4366,Kathriguppe,1250.0,2.0,68.75,3
4367,Kathriguppe,1300.0,3.0,77.99,3
4368,Kathriguppe,1335.0,2.0,73.43,3
4369,Kathriguppe,1300.0,3.0,77.99,3
4370,Kathriguppe,1300.0,3.0,77.99,3
4371,Kathriguppe,1335.0,2.0,73.43,3
4372,Kathriguppe,1350.0,3.0,80.99,3
4373,Kathriguppe,1250.0,2.0,68.75,2
4374,Kathriguppe,1350.0,3.0,80.99,3
4378,Kaval Byrasandra,945.0,2.0,50.0,2
4382,Kaval Byrasandra,997.0,2.0,53.0,2
4384,Kaval Byrasandra,480.0,1.0,25.0,1
4387,Kaval Byrasandra,1450.0,3.0,75.0,3
4389,Kaval Byrasandra,1025.0,2.0,60.0,2
4390,Kaval Byrasandra,1400.0,3.0,75.0,3
4391,Kenchenahalli,1015.0,2.0,58.0,2
4392,Kenchenahalli,715.0,1.0,45.0,1
4394,Kenchenahalli,1280.0,2.0,69.0,3
4395,Kenchenahalli,1410.0,2.0,73.0,3
4396,Kenchenahalli,870.0,1.0,45.0,2
4397,Kenchenahalli,1150.0,2.0,60.0,2
4398,Kenchenahalli,700.0,1.0,35.0,1
4401,Kenchenahalli,1720.0,3.0,100.0,3
4402,Kenchenahalli,1015.0,2.0,60.0,2
4411,Kengeri,1025.0,2.0,57.0,2
4420,Kengeri,416.0,1.0,19.5,1
4424,Kengeri,502.0,1.0,25.0,1
4426,Kengeri,1200.0,3.0,67.0,3
4428,Kengeri,500.0,1.0,17.0,1
4429,Kengeri,540.0,1.0,22.5,1
4438,Kengeri,416.0,1.0,18.0,1
4440,Kengeri,883.0,2.0,49.0,2
4443,Kengeri,1150.0,1.0,52.0,1
4446,Kengeri,750.0,2.0,40.0,2
4449,Kengeri,410.0,1.0,15.0,1
4450,Kengeri,416.0,1.0,17.19,1
4454,Kengeri,550.0,1.0,16.75,1
4458,Kengeri Satellite Town,930.0,1.0,30.0,1
4465,Kengeri Satellite Town,1200.0,2.0,65.0,2
4469,Kengeri Satellite Town,654.0,1.0,22.0,1
4474,Kengeri Satellite Town,410.0,1.0,15.0,1
4488,Kereguddadahalli,600.0,1.0,19.5,1
4501,Kodichikkanahalli,1620.0,2.0,85.0,3
4505,Kodichikkanahalli,450.0,1.0,18.0,1
4519,Kodigehaali,2120.0,3.0,177.0,3
4524,Kodigehaali,1442.0,3.0,80.0,3
4525,Kodigehalli,1270.0,2.0,98.0,2
4527,Kodigehalli,655.0,1.0,53.0,1
4528,Kodigehalli,1820.0,3.0,150.0,3
4530,Kodigehalli,1200.0,4.0,156.0,3
4531,Kodihalli,3252.0,5.0,335.0,4
4532,Kodihalli,2700.0,4.0,270.0,3
4533,Kodihalli,2392.0,4.0,260.0,3
4534,Kodihalli,2408.0,4.0,260.0,3
4535,Kodihalli,2500.0,4.0,260.0,3
4536,Kodihalli,1620.0,3.0,130.0,3
4537,Kodihalli,3260.0,5.0,388.0,4
4538,Kodihalli,3197.0,5.0,335.0,4
4539,Kodihalli,1490.0,2.0,150.0,2
4546,Kogilu,1934.0,3.0,150.0,3
4547,Kogilu,540.0,1.0,36.0,1
4548,Kogilu,1559.0,3.0,127.0,3
4551,Kogilu,1559.0,3.0,120.0,3
4552,Kogilu,700.0,1.0,30.84,1
4556,Kogilu,700.0,1.0,30.84,1
4561,Konanakunte,2791.0,3.0,223.0,3
4562,Konanakunte,884.0,1.0,58.0,2
4563,Konanakunte,1200.0,4.0,125.0,4
4564,Konanakunte,1200.0,2.0,130.0,4
4565,Konanakunte,2400.0,2.0,180.0,3
4566,Konanakunte,3746.0,6.0,375.0,4
4567,Konanakunte,1423.0,2.0,85.0,3
4568,Koramangala,1320.0,2.0,165.0,2
4569,Koramangala,1253.0,2.0,102.0,2
4570,Koramangala,1580.0,3.0,160.0,3
4571,Koramangala,1750.0,3.0,130.0,3
4572,Koramangala,3500.0,5.0,425.0,4
4573,Koramangala,1005.0,1.0,110.0,2
4574,Koramangala,2292.0,4.0,275.0,3
4575,Koramangala,1835.0,2.0,155.0,3
4576,Koramangala,1290.0,2.0,100.0,2
4577,Koramangala,1300.0,2.0,110.0,2
4578,Koramangala,2200.0,3.0,180.0,3
4579,Koramangala,1325.0,2.0,119.0,2
4580,Koramangala,1140.0,2.0,75.2,2
4581,Koramangala,1260.0,2.0,100.0,2
4582,Koramangala,1975.0,3.0,210.0,3
4583,Koramangala,1900.0,2.0,200.0,2
4584,Koramangala,1750.0,3.0,130.0,3
4585,Koramangala,2292.0,3.0,286.0,3
4586,Koramangala,2300.0,3.0,290.0,3
4587,Koramangala,1594.0,3.0,125.0,3
4588,Koramangala,1760.0,2.0,115.0,3
4589,Koramangala,2503.0,6.0,325.0,4
4590,Koramangala,1900.0,3.0,150.0,3
4591,Koramangala,1320.0,2.0,150.0,2
4592,Koramangala,1320.0,2.0,110.0,2
4593,Koramangala,5985.0,4.0,775.0,4
4594,Koramangala,2461.0,6.0,353.0,4
4595,Koramangala,1615.0,3.0,115.0,3
4596,Koramangala,2246.0,3.0,300.0,3
4597,Koramangala,1716.0,2.0,115.0,3
4598,Koramangala,1500.0,3.0,135.0,3
4599,Koramangala,1083.0,2.0,100.0,2
4600,Koramangala,1744.0,3.0,200.0,3
